,Open,High,Low,Close,Volume
2006-05-24,630000.0,634000.0,615000.0,629000.0,539965.0
2006-05-25,629000.0,631000.0,615000.0,616000.0,486582.0
2006-05-26,626000.0,632000.0,617000.0,620000.0,462918.0
2006-05-29,622000.0,627000.0,620000.0,622000.0,298483.0
2006-05-30,622000.0,624000.0,612000.0,612000.0,414732.0
2006-06-01,607000.0,616000.0,601000.0,606000.0,592090.0
2006-06-02,611000.0,618000.0,606000.0,614000.0,372588.0
2006-06-05,618000.0,619000.0,610000.0,613000.0,299350.0
2006-06-07,596000.0,605000.0,596000.0,599000.0,607467.0
2006-06-08,599000.0,599000.0,575000.0,575000.0,820829.0
2006-06-09,578000.0,583000.0,573000.0,575000.0,608323.0
2006-06-12,576000.0,576000.0,563000.0,572000.0,425842.0
2006-06-13,560000.0,561000.0,548000.0,549000.0,687635.0
2006-06-14,544000.0,561000.0,541000.0,553000.0,648713.0
2006-06-15,564000.0,564000.0,553000.0,553000.0,365476.0
2006-06-16,576000.0,577000.0,565000.0,571000.0,536256.0
2006-06-19,571000.0,576000.0,561000.0,564000.0,398690.0
2006-06-20,563000.0,566000.0,552000.0,556000.0,389881.0
2006-06-21,556000.0,564000.0,555000.0,556000.0,269711.0
2006-06-22,565000.0,572000.0,560000.0,565000.0,457904.0
2006-06-23,565000.0,571000.0,561000.0,568000.0,294608.0
2006-06-26,570000.0,585000.0,570000.0,582000.0,446637.0
2006-06-27,585000.0,590000.0,583000.0,583000.0,306897.0
2006-06-28,575000.0,580000.0,571000.0,580000.0,366128.0
2006-06-29,585000.0,592000.0,584000.0,590000.0,313084.0
2006-06-30,607000.0,609000.0,602000.0,603000.0,582647.0
2006-07-03,607000.0,611000.0,604000.0,605000.0,251257.0
2006-07-04,611000.0,612000.0,601000.0,601000.0,185454.0
2006-07-05,585000.0,605000.0,585000.0,603000.0,267513.0
2006-07-06,593000.0,600000.0,590000.0,598000.0,350078.0
2006-07-07,601000.0,606000.0,600000.0,601000.0,287304.0
2006-07-10,594000.0,607000.0,589000.0,606000.0,346325.0
2006-07-11,594000.0,612000.0,594000.0,608000.0,327753.0
2006-07-12,606000.0,612000.0,599000.0,608000.0,466099.0
2006-07-13,600000.0,609000.0,595000.0,600000.0,456787.0
2006-07-14,587000.0,591000.0,582000.0,584000.0,485087.0
2006-07-18,576000.0,584000.0,576000.0,582000.0,284968.0
2006-07-19,580000.0,588000.0,580000.0,580000.0,222520.0
2006-07-20,594000.0,598000.0,590000.0,598000.0,439269.0
2006-07-21,591000.0,597000.0,590000.0,597000.0,177267.0
2006-07-24,587000.0,594000.0,583000.0,588000.0,297936.0
2006-07-25,596000.0,602000.0,594000.0,598000.0,317284.0
2006-07-26,598000.0,604000.0,596000.0,599000.0,153019.0
2006-07-27,599000.0,605000.0,594000.0,604000.0,299978.0
2006-07-28,600000.0,604000.0,597000.0,600000.0,190772.0
2006-07-31,610000.0,614000.0,608000.0,608000.0,468092.0
2006-08-01,609000.0,615000.0,605000.0,605000.0,247041.0
2006-08-02,603000.0,614000.0,602000.0,609000.0,211581.0
2006-08-03,618000.0,619000.0,610000.0,610000.0,218575.0
2006-08-04,612000.0,617000.0,612000.0,615000.0,162364.0
2006-08-07,619000.0,619000.0,604000.0,606000.0,292413.0
2006-08-08,605000.0,617000.0,605000.0,615000.0,271379.0
2006-08-09,615000.0,623000.0,609000.0,616000.0,297468.0
2006-08-10,616000.0,620000.0,609000.0,614000.0,308583.0
2006-08-11,617000.0,622000.0,607000.0,607000.0,320882.0
2006-08-14,610000.0,611000.0,600000.0,605000.0,340805.0
2006-08-16,618000.0,622000.0,614000.0,618000.0,390543.0
